stusps,countyname,fips,fmr_1
NC,Scotland County,37165,711
NC,Stanly County,37167,704
NC,Stokes County,37169,936
NC,Surry County,37171,677
NC,Swain County,37173,656
NC,Transylvania County,37175,858
NC,Tyrrell County,37177,762
NC,Union County,37179,1384
NC,Vance County,37181,712
NC,Wake County,37183,1466
NC,Warren County,37185,651
NC,Washington County,37187,651
NC,Watauga County,37189,906
NC,Wayne County,37191,831
NC,Wilkes County,37193,745
NC,Wilson County,37195,767
NC,Yadkin County,37197,936
NC,Yancey County,37199,651
ND,Adams County,38001,692
ND,Barnes County,38003,689
ND,Benson County,38005,765
ND,Billings County,38007,725
ND,Bottineau County,38009,654
ND,Bowman County,38011,765
ND,Burke County,38013,654
ND,Burleigh County,38015,848
ND,Cass County,38017,781
ND,Cavalier County,38019,692
ND,Dickey County,38021,654
ND,Divide County,38023,1126
ND,Dunn County,38025,841
ND,Eddy County,38027,654
ND,Emmons County,38029,654
ND,Foster County,38031,765
ND,Golden Valley County,38033,703
ND,Grand Forks County,38035,736
ND,Grant County,38037,692
ND,Griggs County,38039,682
ND,Hettinger County,38041,723
ND,Kidder County,38043,760
ND,LaMoure County,38045,668
ND,Logan County,38047,725
ND,McHenry County,38049,696
ND,McIntosh County,38051,765
ND,McKenzie County,38053,1097
ND,McLean County,38055,670
ND,Mercer County,38057,852
ND,Morton County,38059,848
ND,Mountrail County,38061,765
ND,Nelson County,38063,765
ND,Oliver County,38065,848
ND,Pembina County,38067,765
ND,Pierce County,38069,765
ND,Ramsey County,38071,685
ND,Ransom County,38073,686
ND,Renville County,38075,693
ND,Richland County,38077,654
ND,Rolette County,38079,654
ND,Sargent County,38081,657
ND,Sheridan County,38083,725
ND,Sioux County,38085,654
ND,Slope County,38087,725
ND,Stark County,38089,873
ND,Steele County,38091,692
ND,Stutsman County,38093,654
ND,Towner County,38095,692
ND,Traill County,38097,695
ND,Walsh County,38099,707
ND,Ward County,38101,744
ND,Wells County,38103,694
ND,Williams County,38105,1003
OH,Adams County,39001,655
OH,Allen County,39003,737
OH,Ashland County,39005,655
OH,Ashtabula County,39007,692
OH,Athens County,39009,809
OH,Auglaize County,39011,689
OH,Belmont County,39013,714
OH,Brown County,39015,672
OH,Butler County,39017,919
OH,Carroll County,39019,690
OH,Champaign County,39021,694
OH,Clark County,39023,721
OH,Clermont County,39025,919
OH,Clinton County,39027,714
OH,Columbiana County,39029,704
OH,Coshocton County,39031,707
OH,Crawford County,39033,708
OH,Cuyahoga County,39035,913
OH,Darke County,39037,741
OH,Defiance County,39039,667
OH,Delaware County,39041,1065
OH,Erie County,39043,772
OH,Fairfield County,39045,1065
OH,Fayette County,39047,722
OH,Franklin County,39049,1065
OH,Fulton County,39051,753
OH,Gallia County,39053,755
OH,Geauga County,39055,913
OH,Greene County,39057,800
OH,Guernsey County,39059,655
OH,Hamilton County,39061,919
OH,Hancock County,39063,740
OH,Hardin County,39065,701
OH,Harrison County,39067,655
OH,Henry County,39069,737
OH,Highland County,39071,706
OH,Hocking County,39073,655
OH,Holmes County,39075,655
OH,Huron County,39077,665
OH,Jackson County,39079,666
OH,Jefferson County,39081,678
OH,Knox County,39083,727
OH,Lake County,39085,913
OH,Lawrence County,39087,815
OH,Licking County,39089,1065
OH,Logan County,39091,655
OH,Lorain County,39093,913
OH,Lucas County,39095,753
OH,Madison County,39097,1065
OH,Mahoning County,39099,683
OH,Marion County,39101,728
OH,Medina County,39103,913
OH,Meigs County,39105,707
OH,Mercer County,39107,676
OH,Miami County,39109,800
OH,Monroe County,39111,655
OH,Montgomery County,39113,800
OH,Morgan County,39115,766
OH,Morrow County,39117,1065
OH,Muskingum County,39119,682
OH,Noble County,39121,766
OH,Ottawa County,39123,719
OH,Paulding County,39125,745
OH,Perry County,39127,661
OH,Pickaway County,39129,1065
OH,Pike County,39131,655
OH,Portage County,39133,816
OH,Preble County,39135,655
OH,Putnam County,39137,710
OH,Richland County,39139,689
OH,Ross County,39141,768
OH,Sandusky County,39143,703
OH,Scioto County,39145,754
OH,Seneca County,39147,683
OH,Shelby County,39149,691
OH,Stark County,39151,690
OH,Summit County,39153,816
OH,Trumbull County,39155,683
OH,Tuscarawas County,39157,693
OH,Union County,39159,951
OH,Van Wert County,39161,665
OH,Vinton County,39163,659
OH,Warren County,39165,919
OH,Washington County,39167,659
OH,Wayne County,39169,703
OH,Williams County,39171,730
OH,Wood County,39173,753
OH,Wyandot County,39175,712
OK,Adair County,40001,678
OK,Alfalfa County,40003,678
OK,Atoka County,40005,705
OK,Beaver County,40007,697
OK,Beckham County,40009,732
OK,Blaine County,40011,690
OK,Bryan County,40013,718
OK,Caddo County,40015,678
OK,Canadian County,40017,884
OK,Carter County,40019,748
OK,Cherokee County,40021,722
OK,Choctaw County,40023,678
OK,Cimarron County,40025,697
OK,Cleveland County,40027,884
OK,Coal County,40029,678
OK,Comanche County,40031,717
OK,Cotton County,40033,694
OK,Craig County,40035,697
OK,Creek County,40037,900
OK,Custer County,40039,696
OK,Delaware County,40041,726
OK,Dewey County,40043,678
OK,Ellis County,40045,763
OK,Garfield County,40047,760
OK,Garvin County,40049,678
OK,Grady County,40051,678
OK,Grant County,40053,678
OK,Greer County,40055,684
OK,Harmon County,40057,697
OK,Harper County,40059,697
OK,Haskell County,40061,678
OK,Hughes County,40063,680
OK,Jackson County,40065,678
OK,Jefferson County,40067,678
OK,Johnston County,40069,772
OK,Kay County,40071,678
OK,Kingfisher County,40073,710
OK,Kiowa County,40075,678
OK,Latimer County,40077,678
OK,Le Flore County,40079,711
OK,Lincoln County,40081,771
OK,Logan County,40083,884
OK,Love County,40085,786
OK,McClain County,40087,884
OK,McCurtain County,40089,714
OK,McIntosh County,40091,736
OK,Major County,40093,678
OK,Marshall County,40095,678
OK,Mayes County,40097,678
OK,Murray County,40099,693
OK,Muskogee County,40101,690
OK,Noble County,40103,794
OK,Nowata County,40105,678
OK,Okfuskee County,40107,794
OK,Oklahoma County,40109,884
OK,Okmulgee County,40111,683
OK,Osage County,40113,900
OK,Ottawa County,40115,678
OK,Pawnee County,40117,702
OK,Payne County,40119,803
OK,Pittsburg County,40121,736
OK,Pontotoc County,40123,726
OK,Pottawatomie County,40125,704
OK,Pushmataha County,40127,762
OK,Roger Mills County,40129,697
OK,Rogers County,40131,900
OK,Seminole County,40133,705
OK,Sequoyah County,40135,678
OK,Stephens County,40137,739
OK,Texas County,40139,805
OK,Tillman County,40141,794
OK,Tulsa County,40143,900
OK,Wagoner County,40145,900
OK,Washington County,40147,789
OK,Washita County,40149,794
OK,Woods County,40151,761
OK,Woodward County,40153,764
OR,Baker County,41001,759
OR,Benton County,41003,1236
OR,Clackamas County,41005,1776
OR,Clatsop County,41007,1001
OR,Columbia County,41009,1776
OR,Coos County,41011,829
OR,Crook County,41013,957
OR,Curry County,41015,947
OR,Deschutes County,41017,1283
OR,Douglas County,41019,847
OR,Gilliam County,41021,868
OR,Grant County,41023,753
OR,Harney County,41025,689
OR,Hood River County,41027,1388
OR,Jackson County,41029,1062
OR,Jefferson County,41031,843
OR,Josephine County,41033,1024
OR,Klamath County,41035,786
OR,Lake County,41037,794
OR,Lane County,41039,1063
OR,Lincoln County,41041,972
OR,Linn County,41043,1121
OR,Malheur County,41045,740
OR,Marion County,41047,1053
OR,Morrow County,41049,708
OR,Multnomah County,41051,1776
OR,Polk County,41053,1053
OR,Sherman County,41055,839
OR,Tillamook County,41057,919
OR,Umatilla County,41059,812
OR,Union County,41061,807
OR,Wallowa County,41063,793
OR,Wasco County,41065,1260
OR,Washington County,41067,1776
OR,Wheeler County,41069,689
OR,Yamhill County,41071,1776
PA,Adams County,42001,997
PA,Allegheny County,42003,965
PA,Armstrong County,42005,711
PA,Beaver County,42007,965
PA,Bedford County,42009,643
PA,Berks County,42011,1041
PA,Blair County,42013,831
PA,Bradford County,42015,743
PA,Bucks County,42017,1451
PA,Butler County,42019,965
PA,Cambria County,42021,682
PA,Cameron County,42023,643
PA,Carbon County,42025,1137
PA,Centre County,42027,1133
PA,Chester County,42029,1451
PA,Clarion County,42031,705
PA,Clearfield County,42033,681
PA,Clinton County,42035,705
PA,Columbia County,42037,878
PA,Crawford County,42039,651
PA,Cumberland County,42041,1021
PA,Dauphin County,42043,1021
PA,Delaware County,42045,1451
PA,Elk County,42047,722
PA,Erie County,42049,757
PA,Fayette County,42051,965
PA,Forest County,42053,746
PA,Franklin County,42055,920
PA,Fulton County,42057,687
PA,Greene County,42059,697
PA,Huntingdon County,42061,684
PA,Indiana County,42063,741
PA,Jefferson County,42065,657
PA,Juniata County,42067,647
PA,Lackawanna County,42069,854
PA,Lancaster County,42071,1061
PA,Lawrence County,42073,663
PA,Lebanon County,42075,951
PA,Lehigh County,42077,1137
PA,Luzerne County,42079,854
PA,Lycoming County,42081,902
PA,McKean County,42083,674
PA,Mercer County,42085,661
PA,Mifflin County,42087,685
PA,Monroe County,42089,1119
PA,Montgomery County,42091,1451
PA,Montour County,42093,915
PA,Northampton County,42095,1137
PA,Northumberland County,42097,688
PA,Perry County,42099,1021
PA,Philadelphia County,42101,1451
PA,Pike County,42103,1255
PA,Potter County,42105,643
PA,Schuylkill County,42107,663
PA,Snyder County,42109,787
PA,Somerset County,42111,732
PA,Sullivan County,42113,697
PA,Susquehanna County,42115,703
PA,Tioga County,42117,658
PA,Union County,42119,788
PA,Venango County,42121,648
PA,Warren County,42123,686
PA,Washington County,42125,965
PA,Wayne County,42127,850
PA,Westmoreland County,42129,965
PA,Wyoming County,42131,854
PA,York County,42133,951
SC,Abbeville County,45001,709
SC,Aiken County,45003,961
SC,Allendale County,45005,806
SC,Anderson County,45007,841
SC,Bamberg County,45009,689
SC,Barnwell County,45011,689
SC,Beaufort County,45013,1472
SC,Berkeley County,45015,1424
SC,Calhoun County,45017,1110
SC,Charleston County,45019,1424
SC,Cherokee County,45021,711
SC,Chester County,45023,737
SC,Chesterfield County,45025,718
SC,Clarendon County,45027,689
SC,Colleton County,45029,756
SC,Darlington County,45031,756
SC,Dillon County,45033,691
SC,Dorchester County,45035,1424
SC,Edgefield County,45037,961
SC,Fairfield County,45039,1110
SC,Florence County,45041,792
SC,Georgetown County,45043,848
SC,Greenville County,45045,1074
SC,Greenwood County,45047,786
SC,Hampton County,45049,760
SC,Horry County,45051,1187
SC,Jasper County,45053,1056
SC,Kershaw County,45055,805
SC,Lancaster County,45057,790
SC,Laurens County,45059,757
SC,Lee County,45061,689
SC,Lexington County,45063,1110
SC,McCormick County,45065,757
SC,Marion County,45067,806
SC,Marlboro County,45069,689
SC,Newberry County,45071,772
SC,Oconee County,45073,752
SC,Orangeburg County,45075,825
SC,Pickens County,45077,1074
SC,Richland County,45079,1110
SC,Saluda County,45081,1110
SC,Spartanburg County,45083,1016
SC,Sumter County,45085,933
SC,Union County,45087,689
SC,Williamsburg County,45089,689
SC,York County,45091,1384
SD,Aurora County,46003,759
SD,Beadle County,46005,726
SD,Bennett County,46007,780
SD,Bon Homme County,46009,712
SD,Brookings County,46011,789
SD,Brown County,46013,751
SD,Brule County,46015,689
SD,Buffalo County,46017,809
SD,Butte County,46019,809
SD,Campbell County,46021,689
SD,Charles Mix County,46023,805
SD,Clark County,46025,693
SD,Clay County,46027,747
SD,Codington County,46029,801
SD,Corson County,46031,689
SD,Custer County,46033,875
SD,Davison County,46035,721
SD,Day County,46037,710
SD,Deuel County,46039,689
SD,Dewey County,46041,806
SD,Douglas County,46043,760
SD,Edmunds County,46045,689
SD,Fall River County,46047,910
SD,Faulk County,46049,704
SD,Grant County,46051,689
SD,Gregory County,46053,696
SD,Haakon County,46055,769
SD,Hamlin County,46057,695
SD,Hand County,46059,714
SD,Hanson County,46061,806
SD,Harding County,46063,736
SD,Hughes County,46065,802
SD,Hutchinson County,46067,743
SD,Hyde County,46069,736
SD,Jackson County,46071,806
SD,Jerauld County,46073,736
SD,Jones County,46075,736
SD,Kingsbury County,46077,741
SD,Lake County,46079,706
SD,Lawrence County,46081,785
SD,Lincoln County,46083,884
SD,Lyman County,46085,689
SD,McCook County,46087,884
SD,McPherson County,46089,689
SD,Marshall County,46091,760
SD,Meade County,46093,880
SD,Mellette County,46095,689
SD,Miner County,46097,689
SD,Minnehaha County,46099,884
SD,Moody County,46101,689
SD,Oglala Lakota County,46102,689
SD,Pennington County,46103,886
SD,Perkins County,46105,729
SD,Potter County,46107,748
SD,Roberts County,46109,771
SD,Sanborn County,46111,689
SD,Spink County,46115,722
SD,Stanley County,46117,816
SD,Sully County,46119,736
SD,Todd County,46121,756
SD,Tripp County,46123,733
SD,Turner County,46125,884
SD,Union County,46127,780
SD,Walworth County,46129,703
SD,Yankton County,46135,734
SD,Ziebach County,46137,689
TN,Anderson County,47001,1000
TN,Bedford County,47003,906
TN,Benton County,47005,655
TN,Bledsoe County,47007,655
TN,Blount County,47009,1000
TN,Bradley County,47011,848
TN,Campbell County,47013,695
TN,Cannon County,47015,1442
TN,Carroll County,47017,767
TN,Carter County,47019,870
TN,Cheatham County,47021,1442
TN,Chester County,47023,866
TN,Claiborne County,47025,767
TN,Clay County,47027,655
TN,Cocke County,47029,655
TN,Coffee County,47031,726
TN,Crockett County,47033,756
TN,Cumberland County,47035,723
TN,Davidson County,47037,1442
TN,Decatur County,47039,655
TN,DeKalb County,47041,676
TN,Dickson County,47043,1442
TN,Dyer County,47045,685
TN,Fayette County,47047,1146
TN,Fentress County,47049,655
TN,Franklin County,47051,735
TN,Gibson County,47053,722
TN,Giles County,47055,759
TN,Grainger County,47057,687
TN,Greene County,47059,767
TN,Grundy County,47061,742
TN,Hamblen County,47063,792
TN,Hamilton County,47065,1085
TN,Hancock County,47067,767
TN,Hardeman County,47069,655
TN,Hardin County,47071,655
TN,Hawkins County,47073,717
TN,Haywood County,47075,655
TN,Henderson County,47077,778
TN,Henry County,47079,686
TN,Hickman County,47081,767
TN,Houston County,47083,718
TN,Humphreys County,47085,767
TN,Jackson County,47087,655
TN,Jefferson County,47089,792
TN,Johnson County,47091,761
TN,Knox County,47093,1000
TN,Lake County,47095,694
TN,Lauderdale County,47097,655
TN,Lawrence County,47099,683
TN,Lewis County,47101,655
TN,Lincoln County,47103,767
TN,Loudon County,47105,1000
TN,McMinn County,47107,813
TN,McNairy County,47109,655
TN,Macon County,47111,794
TN,Madison County,47113,866
TN,Marion County,47115,1085
TN,Marshall County,47117,769
TN,Maury County,47119,1018
TN,Meigs County,47121,655
TN,Monroe County,47123,685
TN,Montgomery County,47125,970
TN,Moore County,47127,709
TN,Morgan County,47129,655
TN,Obion County,47131,721
TN,Overton County,47133,688
TN,Perry County,47135,690
TN,Pickett County,47137,729
TN,Polk County,47139,848
TN,Putnam County,47141,764
TN,Rhea County,47143,655
TN,Roane County,47145,824
TN,Robertson County,47147,1442
TN,Rutherford County,47149,1442
TN,Scott County,47151,708
TN,Sequatchie County,47153,1085
TN,Sevier County,47155,896
TN,Shelby County,47157,1146
TN,Smith County,47159,691
TN,Stewart County,47161,816
TN,Sullivan County,47163,717
TN,Sumner County,47165,1442
TN,Tipton County,47167,1146
TN,Trousdale County,47169,1442
TN,Unicoi County,47171,870
TN,Union County,47173,1000
TN,Van Buren County,47175,684
TN,Warren County,47177,683
TN,Washington County,47179,870
TN,Wayne County,47181,655
TN,Weakley County,47183,728
TN,White County,47185,734
TN,Williamson County,47187,1442
TN,Wilson County,47189,1442
TX,Anderson County,48001,885
TX,Andrews County,48003,1210
TX,Angelina County,48005,935
TX,Aransas County,48007,1025
TX,Archer County,48009,843
TX,Armstrong County,48011,879
TX,Atascosa County,48013,1011
TX,Austin County,48015,821
TX,Bailey County,48017,752
TX,Bandera County,48019,1197
TX,Bastrop County,48021,1635
TX,Baylor County,48023,701
TX,Bee County,48025,890
TX,Bell County,48027,900
TX,Bexar County,48029,1197
TX,Blanco County,48031,954
TX,Borden County,48033,818
TX,Bosque County,48035,689
TX,Bowie County,48037,784
TX,Brazoria County,48039,1194
TX,Brazos County,48041,1015
TX,Brewster County,48043,869
TX,Briscoe County,48045,729
TX,Brooks County,48047,729
TX,Brown County,48049,820
TX,Burleson County,48051,1015
TX,Burnet County,48053,885
TX,Caldwell County,48055,1635
TX,Calhoun County,48057,806
TX,Callahan County,48059,876
TX,Cameron County,48061,761
TX,Camp County,48063,698
TX,Carson County,48065,879
TX,Cass County,48067,689
TX,Castro County,48069,806
TX,Chambers County,48071,1135
TX,Cherokee County,48073,734
TX,Childress County,48075,886
TX,Clay County,48077,843
TX,Cochran County,48079,729
TX,Coke County,48081,689
TX,Coleman County,48083,886
TX,Collin County,48085,1500
TX,Collingsworth County,48087,729
TX,Colorado County,48089,782
TX,Comal County,48091,1197
TX,Comanche County,48093,818
TX,Concho County,48095,957
TX,Cooke County,48097,907
TX,Coryell County,48099,900
TX,Cottle County,48101,818
TX,Crane County,48103,868
TX,Crockett County,48105,729
TX,Crosby County,48107,931
TX,Culberson County,48109,818
TX,Dallam County,48111,806
TX,Dallas County,48113,1500
TX,Dawson County,48115,708
TX,Deaf Smith County,48117,801
TX,Delta County,48119,759
TX,Denton County,48121,1500
TX,DeWitt County,48123,891
TX,Dickens County,48125,729
TX,Dimmit County,48127,806
TX,Donley County,48129,689
TX,Duval County,48131,729
TX,Eastland County,48133,801
TX,Ector County,48135,1127
TX,Edwards County,48137,818
TX,Ellis County,48139,1500
TX,El Paso County,48141,980
TX,Erath County,48143,857
TX,Falls County,48145,737
TX,Fannin County,48147,759
TX,Fayette County,48149,821
TX,Fisher County,48151,689
TX,Floyd County,48153,771
TX,Foard County,48155,818
TX,Fort Bend County,48157,1135
TX,Franklin County,48159,842
TX,Freestone County,48161,708
TX,Frio County,48163,937
TX,Gaines County,48165,760
TX,Galveston County,48167,1135
TX,Garza County,48169,729
TX,Gillespie County,48171,966
TX,Glasscock County,48173,818
TX,Goliad County,48175,1016
TX,Gonzales County,48177,749
TX,Gray County,48179,779
TX,Grayson County,48181,1045
TX,Gregg County,48183,930
TX,Grimes County,48185,815
TX,Guadalupe County,48187,1197
TX,Hale County,48189,806
TX,Hall County,48191,689
TX,Hamilton County,48193,760
TX,Hansford County,48195,807
TX,Hardeman County,48197,705
TX,Hardin County,48199,932
TX,Harris County,48201,1135
TX,Harrison County,48203,840
TX,Hartley County,48205,980
TX,Haskell County,48207,729
TX,Hays County,48209,1635
TX,Hemphill County,48211,862
TX,Henderson County,48213,808
TX,Hidalgo County,48215,781
TX,Hill County,48217,789
TX,Hockley County,48219,806
TX,Hood County,48221,1101
TX,Hopkins County,48223,869
TX,Houston County,48225,712
TX,Howard County,48227,959
TX,Hudspeth County,48229,897
TX,Hunt County,48231,1500
TX,Hutchinson County,48233,782
TX,Irion County,48235,927
TX,Jack County,48237,729
TX,Jackson County,48239,923
TX,Jasper County,48241,789
TX,Jeff Davis County,48243,818
TX,Jefferson County,48245,932
TX,Jim Hogg County,48247,729
TX,Jim Wells County,48249,811
TX,Johnson County,48251,1384
TX,Jones County,48253,876
TX,Karnes County,48255,954
TX,Kaufman County,48257,1500
TX,Kendall County,48259,1360
TX,Kenedy County,48261,818
TX,Kent County,48263,818
TX,Kerr County,48265,942
TX,Kimble County,48267,698
TX,King County,48269,818
TX,Kinney County,48271,818
TX,Kleberg County,48273,929
TX,Knox County,48275,729
TX,Lamar County,48277,745
TX,Lamb County,48279,689
TX,Lampasas County,48281,795
TX,La Salle County,48283,738
TX,Lavaca County,48285,858
TX,Lee County,48287,1002
TX,Leon County,48289,706
TX,Liberty County,48291,1135
TX,Limestone County,48293,731
TX,Lipscomb County,48295,767
TX,Live Oak County,48297,712
TX,Llano County,48299,896
TX,Loving County,48301,818
TX,Lubbock County,48303,931
TX,Lynn County,48305,758
TX,McCulloch County,48307,835
TX,McLennan County,48309,1011
TX,McMullen County,48311,818
TX,Madison County,48313,748
TX,Marion County,48315,723
TX,Martin County,48317,770
TX,Mason County,48319,772
TX,Matagorda County,48321,874
TX,Maverick County,48323,758
TX,Medina County,48325,866
TX,Menard County,48327,729
TX,Midland County,48329,1372
TX,Milam County,48331,794
TX,Mills County,48333,729
TX,Mitchell County,48335,848
TX,Montague County,48337,874
TX,Montgomery County,48339,1135
TX,Moore County,48341,817
TX,Morris County,48343,689
TX,Motley County,48345,729
TX,Nacogdoches County,48347,926
TX,Navarro County,48349,772
TX,Newton County,48351,729
TX,Nolan County,48353,750
TX,Nueces County,48355,1104
TX,Ochiltree County,48357,867
TX,Oldham County,48359,821
TX,Orange County,48361,932
TX,Palo Pinto County,48363,800
TX,Panola County,48365,730
TX,Parker County,48367,1384
TX,Parmer County,48369,785
TX,Pecos County,48371,851
TX,Polk County,48373,877
TX,Potter County,48375,879
TX,Presidio County,48377,806
TX,Rains County,48379,826
TX,Randall County,48381,879
TX,Reagan County,48383,857
TX,Real County,48385,857
TX,Red River County,48387,806
TX,Reeves County,48389,815
TX,Refugio County,48391,754
TX,Roberts County,48393,818
TX,Robertson County,48395,1015
TX,Rockwall County,48397,1500
TX,Runnels County,48399,788
TX,Rusk County,48401,769
TX,Sabine County,48403,722
TX,San Augustine County,48405,818
TX,San Jacinto County,48407,808
TX,San Patricio County,48409,1104
TX,San Saba County,48411,776
TX,Schleicher County,48413,818
TX,Scurry County,48415,856
TX,Shackelford County,48417,818
TX,Shelby County,48419,806
TX,Sherman County,48421,729
TX,Smith County,48423,1009
TX,Somervell County,48425,813
TX,Starr County,48427,689
TX,Stephens County,48429,729
TX,Sterling County,48431,925
TX,Stonewall County,48433,818
TX,Sutton County,48435,694
TX,Swisher County,48437,723
TX,Tarrant County,48439,1384
TX,Taylor County,48441,876
TX,Terrell County,48443,818
TX,Terry County,48445,742
TX,Throckmorton County,48447,746
TX,Titus County,48449,722
TX,Tom Green County,48451,927
TX,Travis County,48453,1635
TX,Trinity County,48455,799
TX,Tyler County,48457,725
TX,Upshur County,48459,930
TX,Upton County,48461,806
TX,Uvalde County,48463,881
TX,Val Verde County,48465,769
TX,Van Zandt County,48467,798
TX,Victoria County,48469,1016
TX,Walker County,48471,1035
TX,Waller County,48473,1135
TX,Ward County,48475,950
TX,Washington County,48477,973
TX,Webb County,48479,881
TX,Wharton County,48481,803
TX,Wheeler County,48483,730
TX,Wichita County,48485,843
TX,Wilbarger County,48487,706
TX,Willacy County,48489,689
TX,Williamson County,48491,1635
TX,Wilson County,48493,1197
TX,Winkler County,48495,818
TX,Wise County,48497,1047
TX,Wood County,48499,831
TX,Yoakum County,48501,951
TX,Young County,48503,799
TX,Zapata County,48505,721
TX,Zavala County,48507,729
UT,Beaver County,49001,752
UT,Box Elder County,49003,809
UT,Cache County,49005,836
UT,Carbon County,49007,742
UT,Daggett County,49009,801
UT,Davis County,49011,1108
UT,Duchesne County,49013,832
UT,Emery County,49015,806
UT,Garfield County,49017,806
UT,Grand County,49019,939
UT,Iron County,49021,891
UT,Juab County,49023,1093
UT,Kane County,49025,1028
UT,Millard County,49027,762
UT,Morgan County,49029,1108
UT,Piute County,49031,752
UT,Rich County,49033,752
UT,Salt Lake County,49035,1338
UT,San Juan County,49037,788
UT,Sanpete County,49039,763
UT,Sevier County,49041,718
UT,Summit County,49043,1392
UT,Tooele County,49045,857
UT,Uintah County,49047,730
UT,Utah County,49049,1093
UT,Wasatch County,49051,1281
UT,Washington County,49053,1099
UT,Wayne County,49055,752
UT,Weber County,49057,1108
VA,Accomack County,51001,832
VA,Albemarle County,51003,1415
VA,Alleghany County,51005,753
VA,Amelia County,51007,1365
VA,Amherst County,51009,966
VA,Appomattox County,51011,966
VA,Arlington County,51013,1803
VA,Augusta County,51015,987
VA,Bath County,51017,735
VA,Bedford County,51019,966
VA,Bland County,51021,730
VA,Botetourt County,51023,894
VA,Brunswick County,51025,730
VA,Buchanan County,51027,730
VA,Buckingham County,51029,856
VA,Campbell County,51031,966
VA,Caroline County,51033,952
VA,Carroll County,51035,732
VA,Charles City County,51036,1365
VA,Charlotte County,51037,689
VA,Chesterfield County,51041,1365
VA,Clarke County,51043,1803
VA,Craig County,51045,894
VA,Culpeper County,51047,959
VA,Cumberland County,51049,813
VA,Dickenson County,51051,730
VA,Dinwiddie County,51053,1365
VA,Essex County,51057,839
VA,Fairfax County,51059,1803
VA,Fauquier County,51061,1803
VA,Floyd County,51063,730
VA,Fluvanna County,51065,1415
VA,Franklin County,51067,772
VA,Frederick County,51069,1104
VA,Giles County,51071,806
VA,Gloucester County,51073,1287
VA,Goochland County,51075,1365
VA,Grayson County,51077,730
VA,Greene County,51079,1415
VA,Greensville County,51081,737
VA,Halifax County,51083,776
VA,Hanover County,51085,1365
VA,Henrico County,51087,1365
VA,Henry County,51089,701
VA,Highland County,51091,735
VA,Isle of Wight County,51093,1287
VA,James City County,51095,1287
VA,King and Queen County,51097,973
VA,King George County,51099,1134
VA,King William County,51101,1365
VA,Lancaster County,51103,898
VA,Lee County,51105,775
VA,Loudoun County,51107,1803
VA,Louisa County,51109,1010
VA,Lunenburg County,51111,707
VA,Madison County,51113,792
VA,Mathews County,51115,1287
VA,Mecklenburg County,51117,701
VA,Middlesex County,51119,915
VA,Montgomery County,51121,999
VA,Nelson County,51125,1415
VA,New Kent County,51127,1365
VA,Northampton County,51131,714
VA,Northumberland County,51133,935
VA,Nottoway County,51135,719
VA,Orange County,51137,955
VA,Page County,51139,806
VA,Patrick County,51141,776
VA,Pittsylvania County,51143,719
VA,Powhatan County,51145,1365
VA,Prince Edward County,51147,880
VA,Prince George County,51149,1365
VA,Prince William County,51153,1803
VA,Pulaski County,51155,806
VA,Rappahannock County,51157,1069
VA,Richmond County,51159,895
VA,Roanoke County,51161,894
VA,Rockbridge County,51163,842
VA,Rockingham County,51165,927
VA,Russell County,51167,720
VA,Scott County,51169,717
VA,Shenandoah County,51171,848
VA,Smyth County,51173,789
VA,Southampton County,51175,910
VA,Spotsylvania County,51177,1803
VA,Stafford County,51179,1803
VA,Surry County,51181,730
VA,Sussex County,51183,1365
VA,Tazewell County,51185,689
VA,Warren County,51187,887
VA,Washington County,51191,717
VA,Westmoreland County,51193,897
VA,Wise County,51195,734
VA,Wythe County,51197,695
VA,York County,51199,1287
VA,Alexandria city,51510,1803
VA,Bristol city,51520,717
VA,Buena Vista city,51530,842
VA,Charlottesville city,51540,1415
VA,Chesapeake city,51550,1287
VA,Colonial Heights city,51570,1365
VA,Covington city,51580,753
VA,Danville city,51590,719
VA,Emporia city,51595,737
VA,Fairfax city,51600,1803
VA,Falls Church city,51610,1803
VA,Franklin city,51620,910
VA,Fredericksburg city,51630,1803
VA,Galax city,51640,732
VA,Hampton city,51650,1287
VA,Harrisonburg city,51660,927
VA,Hopewell city,51670,1365
VA,Lexington city,51678,842
VA,Lynchburg city,51680,966
VA,Manassas city,51683,1803
VA,Manassas Park city,51685,1803
VA,Martinsville city,51690,701
VA,Newport News city,51700,1287
VA,Norfolk city,51710,1287
VA,Norton city,51720,734
VA,Petersburg city,51730,1365
VA,Poquoson city,51735,1287
VA,Portsmouth city,51740,1287
VA,Radford city,51750,999
VA,Richmond city,51760,1365
VA,Roanoke city,51770,894
VA,Salem city,51775,894
VA,Staunton city,51790,987
VA,Suffolk city,51800,1287
VA,Virginia Beach city,51810,1287
VA,Waynesboro city,51820,987
VA,Williamsburg city,51830,1287
VA,Winchester city,51840,1104
WA,Adams County,53001,854
WA,Asotin County,53003,860
WA,Benton County,53005,1206
WA,Chelan County,53007,1153
WA,Clallam County,53009,951
WA,Clark County,53011,1776
WA,Columbia County,53013,847
WA,Cowlitz County,53015,1109
WA,Douglas County,53017,1153
WA,Ferry County,53019,718
WA,Franklin County,53021,1206
WA,Garfield County,53023,792
WA,Grant County,53025,881
WA,Grays Harbor County,53027,898
WA,Island County,53029,1236
WA,Jefferson County,53031,1080
WA,King County,53033,2269
WA,Kitsap County,53035,1559
